Individu,Pop,Quadrat,Plante,year,Age,Size0Mars,Size1Mars,Size0Juin,Size1Juin,Survie,Flowering,Capitule
230,Po,39,91,2001,1,1.5,0,2,0,0,0,0
231,Po,39,92,2001,1,1.5,0,2,0,0,0,0
232,Po,39,93,2001,1,1.5,0,2,0,0,0,0
233,Po,39,94,2001,1,1.5,0,2,0,0,0,0
234,Po,39,121,2001,1,1.5,0,1.5,0,0,0,0
235,Po,39,123,2001,1,3,8,4,9,1,0,0
235,Po,39,123,2002,2,8,9,9,15.5,1,0,0
235,Po,39,123,2003,3,9,11,15.5,16,1,0,0
235,Po,39,123,2004,4,11,0,16,0,0,1,NA
236,Po,39,124,2001,1,2,5,2.5,9,1,0,0
236,Po,39,124,2002,2,5,6.5,9,10.5,1,0,0
236,Po,39,124,2003,3,6.5,6.5,10.5,12,1,0,0
236,Po,39,124,2004,4,6.5,9,12,14,1,0,0
236,Po,39,124,2005,5,9,12,14,19,1,0,0
236,Po,39,124,2006,6,12,0,19,0,0,1,NA
237,Po,39,125,2001,1,2,5.5,2,7,1,0,0
237,Po,39,125,2002,2,5.5,7,7,9.5,1,0,0
237,Po,39,125,2003,3,7,6.5,9.5,10,1,0,0
237,Po,39,125,2004,4,6.5,6.5,10,11,1,0,0
237,Po,39,125,2005,5,6.5,7.5,11,8,1,0,0
237,Po,39,125,2006,6,7.5,0,8,0,0,0,0
238,Po,39,126,2001,1,1,5.5,1,7,1,0,0
238,Po,39,126,2002,2,5.5,8.5,7,10,1,0,0
238,Po,39,126,2003,3,8.5,9.5,10,11,1,0,0
238,Po,39,126,2004,4,9.5,6,11,14,1,0,0
238,Po,39,126,2005,5,6,8,14,13,1,0,0
238,Po,39,126,2006,6,8,0,13,0,0,1,NA
239,Po,39,127,2001,1,1,5.5,1.5,7.5,1,0,0
239,Po,39,127,2002,2,5.5,9,7.5,11.5,1,0,0
239,Po,39,127,2003,3,9,9.5,11.5,12,1,0,0
239,Po,39,127,2004,4,9.5,7.5,12,14,1,0,0
239,Po,39,127,2005,5,7.5,0,14,0,0,1,NA
240,Po,39,128,2001,1,1,0,2,0,0,0,0
241,Po,39,129,2001,1,1,4,3,4,1,0,0
241,Po,39,129,2002,2,4,5,4,3.5,1,0,0
241,Po,39,129,2003,3,5,4.5,3.5,5,1,0,0
241,Po,39,129,2004,4,4.5,5,5,8.5,1,0,0
241,Po,39,129,2005,5,5,5,8.5,8,1,0,0
241,Po,39,129,2006,6,5,4,8,4.5,1,0,0
241,Po,39,129,2007,7,4,5,4.5,6,1,0,0
241,Po,39,129,2008,8,5,3,6,5.5,1,0,0
241,Po,39,129,2009,9,3,0,5.5,0,0,0,0
242,Po,39,130,2001,1,0.5,1,2,4,1,0,0
242,Po,39,130,2002,2,1,3,4,5,1,0,0
242,Po,39,130,2003,3,3,0.5,5,4.5,1,0,0
242,Po,39,130,2004,4,0.5,3,4.5,5,1,0,0
242,Po,39,130,2005,5,3,4.5,5,7,1,0,0
242,Po,39,130,2006,6,4.5,8,7,10,1,0,0
242,Po,39,130,2007,7,8,9,10,8,1,0,0
242,Po,39,130,2008,8,9,0,8,0,0,1,NA
243,Po,39,131,2001,1,1,0,1,0,0,0,0
244,Po,39,132,2001,1,1,0,1,0,0,0,0
245,Po,39,133,2001,1,1,0,1,0,0,0,0
246,Po,39,134,2001,1,1,2.5,1,4.5,1,0,0
246,Po,39,134,2002,2,2.5,4,4.5,6,1,0,0
246,Po,39,134,2003,3,4,5,6,8,1,0,0
246,Po,39,134,2004,4,5,6.5,8,9,1,0,0
246,Po,39,134,2005,5,6.5,6,9,9.5,1,0,0
246,Po,39,134,2006,6,6,8,9.5,6.5,1,0,0
246,Po,39,134,2007,7,8,0,6.5,0,0,1,NA
247,Po,39,135,2001,1,1,0,1,0,0,0,0
248,Po,39,136,2001,1,1,0,1,0,0,0,0
249,Po,39,137,2001,1,1,0,1,0,0,0,0
250,Po,39,138,2001,1,1,0,1,0,0,0,0
251,Po,39,139,2001,1,1,3,1,4.5,1,0,0
251,Po,39,139,2002,2,3,4,4.5,4,1,0,0
251,Po,39,139,2003,3,4,0,4,0,0,0,0
252,Po,39,140,2001,1,1,0,1,0,0,0,0
253,Po,39,141,2001,1,1,3,1,4,1,0,0
253,Po,39,141,2002,2,3,5,4,5,1,0,0
253,Po,39,141,2003,3,5,7,5,8,1,0,0
253,Po,39,141,2004,4,7,6,8,6,1,0,0
253,Po,39,141,2005,5,6,4.5,6,8,1,0,0
253,Po,39,141,2006,6,4.5,5.5,8,6,1,0,0
253,Po,39,141,2007,7,5.5,0,6,0,0,0,0
254,Po,39,142,2001,1,1,0,1,0,0,0,0
255,Po,39,143,2001,1,1,2.5,1,5,1,0,0
255,Po,39,143,2002,2,2.5,5,5,7,1,0,0
255,Po,39,143,2003,3,5,8,7,11,1,0,0
255,Po,39,143,2004,4,8,4.5,11,9.5,1,0,0
255,Po,39,143,2005,5,4.5,6.5,9.5,7.5,1,0,0
255,Po,39,143,2006,6,6.5,7,7.5,11,1,0,0
255,Po,39,143,2007,7,7,0,11,0,0,0,0
256,Po,39,144,2001,1,1,0,1,0,0,0,0
257,Po,39,145,2001,1,1,0,1,0,0,0,0
258,Po,39,146,2001,1,1,0,1,0,0,0,0
259,Po,39,147,2001,1,1,0,1,0,0,0,0
260,Po,39,148,2001,1,1,0,1,0,0,0,0
261,Po,39,149,2001,1,1,0,1,0,0,0,0
262,Po,39,150,2001,1,1,3,1,3,1,0,0
262,Po,39,150,2002,2,3,3,3,4,1,0,0
262,Po,39,150,2003,3,3,5,4,5,1,0,0
262,Po,39,150,2004,4,5,4,5,3,1,0,0
262,Po,39,150,2005,5,4,2,3,2,1,0,0
262,Po,39,150,2006,6,2,0,2,0,0,0,0
263,Po,39,151,2001,1,1,0,1,0,0,0,0
264,Po,39,152,2001,1,1,0,1,0,0,0,0
265,Po,39,153,2001,1,1,0,1,0,0,0,0
266,Po,39,154,2001,1,1,0,1,0,0,0,0
267,Po,39,155,2001,1,1,3,1,7,1,0,0
267,Po,39,155,2002,2,3,7,7,12,1,0,0
267,Po,39,155,2003,3,7,11,12,11,1,0,0
267,Po,39,155,2004,4,11,7,11,11.5,1,0,0
267,Po,39,155,2005,5,7,0,11.5,0,0,0,0
268,Po,39,156,2001,1,1,0,1,0,0,0,0
269,Po,39,157,2001,1,1,0,1,0,0,0,0
270,Po,39,158,2001,1,1,0,1,0,0,0,0
271,Po,39,159,2001,1,1,2.5,1,6,1,0,0
271,Po,39,159,2002,2,2.5,7,6,7.5,1,0,0
271,Po,39,159,2003,3,7,7,7.5,8,1,0,0
271,Po,39,159,2004,4,7,4,8,4,1,0,0
271,Po,39,159,2005,5,4,0,4,0,0,0,0
272,Po,39,160,2001,1,1,0,1,0,0,0,0
273,Po,39,161,2001,1,1,0,1,0,0,0,0
274,Po,39,162,2001,1,1,4,1,7.5,1,0,0
274,Po,39,162,2002,2,4,8,7.5,11,1,0,0
274,Po,39,162,2003,3,8,11.5,11,13,1,0,0
274,Po,39,162,2004,4,11.5,7.5,13,13,1,0,0
274,Po,39,162,2005,5,7.5,0,13,0,0,1,NA
275,Po,39,163,2001,1,1,0,1,0,0,0,0
276,Po,39,164,2001,1,1,0,1,0,0,0,0
277,Po,39,165,2001,1,1,0,1,0,0,0,0
278,Po,39,166,2001,1,1,0,1,0,0,0,0
279,Po,39,167,2001,1,1,0,1,0,0,0,0
280,Po,39,168,2001,1,1,0,1,0,0,0,0
281,Po,39,169,2001,1,1,0,1,0,0,0,0
282,Po,39,170,2001,1,1,0,1,0,0,0,0
283,Po,39,171,2001,1,1,0,1,0,0,0,0
284,Po,39,172,2001,1,1,0,1,0,0,0,0
285,Po,39,173,2001,1,1,0,1,0,0,0,0
286,Po,39,174,2001,1,1,0,1,0,0,0,0
287,Po,39,175,2001,1,1,0,1,0,0,0,0
288,Po,39,176,2001,1,1,0,1,0,0,0,0
289,Po,39,177,2001,1,1,0,1,0,0,0,0
290,Po,39,178,2001,1,1,0,1,0,0,0,0
291,Po,39,179,2001,1,1,0,1,0,0,0,0
292,Po,39,180,2001,1,1,0,1,0,0,0,0
293,Po,39,181,2001,1,1,0,1,0,0,0,0
294,Po,39,241,2001,1,0.5,0,1,0,0,0,0
295,Po,39,242,2001,1,0.5,0,1,0,0,0,0
296,Po,39,259,2001,1,1,3,2.5,5.5,1,0,0
296,Po,39,259,2002,2,3,5.5,5.5,7,1,0,0
296,Po,39,259,2003,3,5.5,5.5,7,9,1,0,0
296,Po,39,259,2004,4,5.5,4.5,9,11,1,0,0
296,Po,39,259,2005,5,4.5,5,11,6.5,1,0,0
296,Po,39,259,2006,6,5,0,6.5,0,0,0,0
297,Po,39,260,2001,1,1,0,1,0,0,0,0
298,Po,39,261,2001,1,1,2,1.5,5,1,0,0
298,Po,39,261,2002,2,2,4,5,7.5,1,0,0
298,Po,39,261,2003,3,4,4.5,7.5,9,1,0,0
298,Po,39,261,2004,4,4.5,6,9,11.5,1,0,0
298,Po,39,261,2005,5,6,9,11.5,15,1,0,0
298,Po,39,261,2006,6,9,0,15,0,0,1,NA
299,Po,39,262,2001,1,1,1,1,2.5,1,0,0
299,Po,39,262,2002,2,1,3.5,2.5,4,1,0,0
299,Po,39,262,2003,3,3.5,3,4,6,1,0,0
299,Po,39,262,2004,4,3,5.5,6,10,1,0,0
299,Po,39,262,2005,5,5.5,9.5,10,10.5,1,0,0
299,Po,39,262,2006,6,9.5,9.5,10.5,15.5,1,0,0
299,Po,39,262,2007,7,9.5,13,15.5,9,1,0,0
299,Po,39,262,2008,8,13,0,9,0,0,1,NA
300,Po,39,263,2001,1,1,0,1.5,0,0,0,0
301,Po,39,265,2001,1,1,3,1.5,9.5,1,0,0
301,Po,39,265,2002,2,3,7,9.5,11.5,1,0,0
301,Po,39,265,2003,3,7,12,11.5,18,1,0,0
301,Po,39,265,2004,4,12,12,18,18,1,0,0
301,Po,39,265,2005,5,12,0,18,0,0,1,NA
302,Po,39,266,2001,1,1,0,0.5,0,0,0,0
303,Po,39,275,2001,1,1,2,1,2.5,1,0,0
303,Po,39,275,2002,2,2,4,2.5,4,1,0,0
303,Po,39,275,2003,3,4,3.5,4,5,1,0,0
303,Po,39,275,2004,4,3.5,3.5,5,2.5,1,0,0
303,Po,39,275,2005,5,3.5,0,2.5,0,0,0,0
304,Po,39,277,2001,1,1,0,0.5,0,0,0,0
305,Po,39,278,2001,1,1,0,1,0,0,0,0
306,Po,39,279,2001,1,1,0,1.5,0,0,0,0
307,Po,39,283,2001,1,NA,0,1,0,0,0,0
308,Po,39,284,2001,1,NA,0,1,0,0,0,0
309,Po,39,285,2001,1,NA,0,1,0,0,0,0
310,Po,39,286,2001,1,NA,0,1,0,0,0,0
311,Po,39,287,2002,1,1,3.5,2,4,1,0,0
311,Po,39,287,2003,2,3.5,0,4,0,0,0,0
312,Po,39,288,2002,1,2,0,2,0,0,0,0
313,Po,39,289,2002,1,1,0,2.5,0,0,0,0
314,Po,39,290,2002,1,1,0,2,0,0,0,0
315,Po,39,291,2002,1,1,3,1,4.5,1,0,0
315,Po,39,291,2003,2,3,5,4.5,6,1,0,0
315,Po,39,291,2004,3,5,4.5,6,6.5,1,0,0
315,Po,39,291,2005,4,4.5,5.5,6.5,4,1,0,0
315,Po,39,291,2006,5,5.5,5.5,4,5.5,1,0,0
315,Po,39,291,2007,6,5.5,6,5.5,8,1,0,0
315,Po,39,291,2008,7,6,4,8,8.5,1,0,0
315,Po,39,291,2009,8,4,4.5,8.5,10,1,0,0
315,Po,39,291,2010,9,4.5,7,10,12,1,0,0
315,Po,39,291,2011,10,7,6,12,10,1,0,0
315,Po,39,291,2012,11,6,0,10,0,0,1,32
316,Po,39,292,2002,1,1,4,2.5,4.5,1,0,0
316,Po,39,292,2003,2,4,0,4.5,0,0,0,0
317,Po,39,293,2002,1,1,0,1,0,0,0,0
318,Po,39,294,2002,1,1,0,2.5,0,0,0,0
319,Po,39,295,2002,1,1,0,2.5,0,0,0,0
320,Po,39,296,2002,1,1,5.5,2.5,6.5,1,0,0
320,Po,39,296,2003,2,5.5,7.5,6.5,7.5,1,0,0
320,Po,39,296,2004,3,7.5,6,7.5,9.5,1,0,0
320,Po,39,296,2005,4,6,7,9.5,8,1,0,0
320,Po,39,296,2006,5,7,11,8,11,1,0,0
320,Po,39,296,2007,6,11,11,11,6,1,0,0
320,Po,39,296,2008,7,11,10,6,7,1,0,0
320,Po,39,296,2009,8,10,0,7,0,0,1,NA
321,Po,39,297,2002,1,1,3,2.5,3,1,0,0
321,Po,39,297,2003,2,3,0,3,0,0,0,0
322,Po,39,298,2002,1,1,2.5,2,4.5,1,0,0
322,Po,39,298,2003,2,2.5,0,4.5,0,0,0,0
323,Po,39,299,2002,1,1,0,2,0,0,0,0
324,Po,39,300,2002,1,1,0,2,0,0,0,0
325,Po,39,301,2002,1,1,0,1,0,0,0,0
326,Po,39,302,2002,1,1,3,2,3.5,1,0,0
326,Po,39,302,2003,2,3,0,3.5,0,0,0,0
327,Po,39,303,2002,1,1,0,2,0,0,0,0
328,Po,39,304,2002,1,1,0,1,0,0,0,0
329,Po,39,305,2002,1,1,0,2.5,0,0,0,0
330,Po,39,306,2002,1,1,0,2,0,0,0,0
331,Po,39,307,2002,1,1,0,3,0,0,0,0
332,Po,39,308,2002,1,1,0,3,0,0,0,0
333,Po,39,310,2002,1,0.5,0,2,0,0,0,0
334,Po,39,317,2002,1,1,3,2.5,3.5,1,0,0
334,Po,39,317,2003,2,3,5,3.5,8,1,0,0
334,Po,39,317,2004,3,5,5.5,8,11,1,0,0
334,Po,39,317,2005,4,5.5,7,11,12,1,0,0
334,Po,39,317,2006,5,7,0,12,0,0,1,NA
335,Po,39,318,2002,1,0.5,3,1.5,2.5,1,0,0
335,Po,39,318,2003,2,3,0,2.5,0,0,0,0
336,Po,39,328,2002,1,1,4,2,2.5,1,0,0
336,Po,39,328,2003,2,4,2.5,2.5,3.5,1,0,0
336,Po,39,328,2004,3,2.5,2.5,3.5,6,1,0,0
336,Po,39,328,2005,4,2.5,2.5,6,2.5,1,0,0
336,Po,39,328,2006,5,2.5,0,2.5,0,0,0,0
337,Po,39,329,2002,1,0.5,0,1.5,0,0,0,0
338,Po,39,330,2002,1,1,3.5,3.5,4,1,0,0
338,Po,39,330,2003,2,3.5,3.5,4,5.5,1,0,0
338,Po,39,330,2004,3,3.5,3.5,5.5,3.5,1,0,0
338,Po,39,330,2005,4,3.5,3.5,3.5,3,1,0,0
338,Po,39,330,2006,5,3.5,3.5,3,2,1,0,0
338,Po,39,330,2007,6,3.5,0,2,0,0,0,0
339,Po,39,331,2002,1,0.5,4,3,4,1,0,0
339,Po,39,331,2003,2,4,0,4,0,0,0,0
340,Po,39,332,2002,1,0.5,3,3,3,1,0,0
340,Po,39,332,2003,2,3,0,3,0,0,0,0
341,Po,39,333,2002,1,0.5,2.5,2.5,2.5,1,0,0
341,Po,39,333,2003,2,2.5,0,2.5,0,0,0,0
342,Po,39,334,2002,1,0.5,3.5,3,4,1,0,0
342,Po,39,334,2003,2,3.5,6.5,4,9,1,0,0
342,Po,39,334,2004,3,6.5,4.5,9,10,1,0,0
342,Po,39,334,2005,4,4.5,7.5,10,9.5,1,0,0
342,Po,39,334,2006,5,7.5,0,9.5,0,0,0,0
343,Po,39,335,2002,1,0.5,4,2.5,4,1,0,0
343,Po,39,335,2003,2,4,5.5,4,6,1,0,0
343,Po,39,335,2004,3,5.5,4,6,8.5,1,0,0
343,Po,39,335,2005,4,4,5.5,8.5,5.5,1,0,0
343,Po,39,335,2006,5,5.5,0,5.5,0,0,0,0
344,Po,39,336,2002,1,0.5,4,2.5,4.5,1,0,0
344,Po,39,336,2003,2,4,0,4.5,0,0,0,0
345,Po,39,337,2002,1,0.5,0,1,0,0,0,0
346,Po,39,338,2002,1,0.5,3,2.5,3,1,0,0
346,Po,39,338,2003,2,3,0,3,0,0,0,0
347,Po,39,345,2002,1,1,5.5,2,5.5,1,0,0
347,Po,39,345,2003,2,5.5,7.5,5.5,9,1,0,0
347,Po,39,345,2004,3,7.5,7,9,10,1,0,0
347,Po,39,345,2005,4,7,9.5,10,10,1,0,0
347,Po,39,345,2006,5,9.5,8.5,10,12,1,0,0
347,Po,39,345,2007,6,8.5,10,12,12,1,0,0
347,Po,39,345,2008,7,10,0,12,0,0,1,NA
348,Po,39,346,2002,1,1,4,2,4,1,0,0
348,Po,39,346,2003,2,4,0,4,0,0,0,0
349,Po,39,347,2002,1,1,5.5,2,6,1,0,0
349,Po,39,347,2003,2,5.5,0,6,0,0,0,0
350,Po,39,348,2002,1,1,5.5,2,5.5,1,0,0
350,Po,39,348,2003,2,5.5,8,5.5,8.5,1,0,0
350,Po,39,348,2004,3,8,4.5,8.5,8.5,1,0,0
350,Po,39,348,2005,4,4.5,7,8.5,7,1,0,0
350,Po,39,348,2006,5,7,6,7,6.5,1,0,0
350,Po,39,348,2007,6,6,0,6.5,0,0,1,NA
351,Po,39,349,2002,1,1,1.5,2,1.5,1,0,0
351,Po,39,349,2003,2,1.5,0,1.5,0,0,0,0
352,Po,39,350,2002,1,1,1,2,2,1,0,0
352,Po,39,350,2003,2,1,0,2,0,0,0,0
353,Po,39,351,2002,1,1,1.5,2,1.5,1,0,0
353,Po,39,351,2003,2,1.5,0,1.5,0,0,0,0
354,Po,39,352,2002,1,1,0.5,2,1.5,1,0,0
354,Po,39,352,2003,2,0.5,0,1.5,0,0,0,0
355,Po,39,353,2002,1,1,2,2,2,1,0,0
355,Po,39,353,2003,2,2,0,2,0,0,0,0
356,Po,39,354,2002,1,1,3.5,2,4.5,1,0,0
356,Po,39,354,2003,2,3.5,5,4.5,6.5,1,0,0
356,Po,39,354,2004,3,5,5,6.5,5.5,1,0,0
356,Po,39,354,2005,4,5,4,5.5,2,1,0,0
356,Po,39,354,2006,5,4,0,2,0,0,0,0
357,Po,39,355,2002,1,1,3,2,3,1,0,0
357,Po,39,355,2003,2,3,4,3,3.5,1,0,0
357,Po,39,355,2004,3,4,0,3.5,0,0,0,0
358,Po,39,356,2002,1,1,4,2,3,1,0,0
358,Po,39,356,2003,2,4,0,3,0,0,0,0
359,Po,39,357,2002,1,1,5,2,4.5,1,0,0
359,Po,39,357,2003,2,5,5.5,4.5,8,1,0,0
359,Po,39,357,2004,3,5.5,4,8,9,1,0,0
359,Po,39,357,2005,4,4,6,9,6.5,1,0,0
359,Po,39,357,2006,5,6,8,6.5,11.5,1,0,0
359,Po,39,357,2007,6,8,7,11.5,6,1,0,0
359,Po,39,357,2008,7,7,0,6,0,0,0,0
360,Po,39,358,2002,1,1,5,2,4.5,1,0,0
360,Po,39,358,2003,2,5,0,4.5,0,0,0,0
361,Po,39,359,2002,1,1,5,2,4,1,0,0
361,Po,39,359,2003,2,5,0,4,0,0,0,0
362,Po,39,360,2002,1,1,5.5,2,5.5,1,0,0
362,Po,39,360,2003,2,5.5,3.5,5.5,3,1,0,0
362,Po,39,360,2004,3,3.5,0,3,0,0,0,0
363,Po,39,361,2002,1,1,0,2,0,0,0,0
364,Po,39,362,2002,1,1,0,2,0,0,0,0
365,Po,39,363,2002,1,1,4,2,4,1,0,0
365,Po,39,363,2003,2,4,0,4,0,0,0,0
366,Po,39,364,2002,1,1,4,2,2,1,0,0
366,Po,39,364,2003,2,4,0,2,0,0,0,0
367,Po,39,365,2002,1,1,4,2,2.5,1,0,0
367,Po,39,365,2003,2,4,0,2.5,0,0,0,0
368,Po,39,366,2002,1,1,0,2,0,0,0,0
369,Po,39,367,2002,1,1,0,2,0,0,0,0
370,Po,39,368,2002,1,1,0,2,0,0,0,0
371,Po,39,369,2002,1,1,0,2,0,0,0,0
372,Po,39,370,2002,1,1,0,2,0,0,0,0
373,Po,39,371,2002,1,1,0,2,0,0,0,0
374,Po,39,372,2002,1,1,0,2,0,0,0,0
375,Po,39,373,2002,1,1,0,2,0,0,0,0
376,Po,39,374,2002,1,1,0,2,0,0,0,0
377,Po,39,375,2002,1,1,0,2,0,0,0,0
378,Po,39,376,2002,1,1,0,2,0,0,0,0
379,Po,39,377,2002,1,1,0,2,0,0,0,0
380,Po,39,378,2002,1,1,0,2,0,0,0,0
381,Po,39,379,2002,1,1,0,2,0,0,0,0
382,Po,39,380,2002,1,1,0,2,0,0,0,0
383,Po,39,381,2002,1,1,0,2,0,0,0,0
384,Po,39,382,2002,1,1,0,2,0,0,0,0
385,Po,39,383,2002,1,1,0,2,0,0,0,0
386,Po,39,384,2002,1,1,0,2,0,0,0,0
387,Po,39,385,2002,1,1,0,2,0,0,0,0
388,Po,39,386,2002,1,1,0,2,0,0,0,0
389,Po,39,387,2002,1,1,0,2,0,0,0,0
390,Po,39,388,2002,1,2,2.5,2.5,3.5,1,0,0
390,Po,39,388,2003,2,2.5,0,3.5,0,0,0,0
391,Po,39,389,2002,1,0.5,0,1.5,0,0,0,0
392,Po,39,390,2002,1,0.5,0,2,0,0,0,0
393,Po,39,391,2002,1,0.5,0,2,0,0,0,0
394,Po,39,392,2002,1,0.5,0,2,0,0,0,0
395,Po,39,393,2002,1,0.5,0,2,0,0,0,0
396,Po,39,394,2002,1,NA,3,1,3,1,0,0
396,Po,39,394,2003,2,3,0,3,0,0,0,0
397,Po,39,395,2003,1,2,0,2,0,0,0,0
398,Po,39,397,2003,1,3,3.5,3,5,1,0,0
398,Po,39,397,2004,2,3.5,3,5,6.5,1,0,0
398,Po,39,397,2005,3,3,7,6.5,6.5,1,0,0
398,Po,39,397,2006,4,7,11,6.5,18,1,0,0
398,Po,39,397,2007,5,11,16,18,12,1,0,0
398,Po,39,397,2008,6,16,10,12,8.5,1,0,0
398,Po,39,397,2009,7,10,0,8.5,0,0,1,NA
399,Po,39,398,2003,1,2.5,0,1.5,0,0,0,0
400,Po,39,399,2003,1,2,3.5,2.5,3,1,0,0
400,Po,39,399,2004,2,3.5,4.5,3,5.5,1,0,0
400,Po,39,399,2005,3,4.5,3.5,5.5,4.5,1,0,0
400,Po,39,399,2006,4,3.5,3.5,4.5,4,1,0,0
400,Po,39,399,2007,5,3.5,0,4,0,0,0,0
401,Po,39,400,2003,1,2,0,1.5,0,0,0,0
402,Po,39,401,2003,1,1,4,1.5,4.5,1,0,0
402,Po,39,401,2004,2,4,3,4.5,5,1,0,0
402,Po,39,401,2005,3,3,4,5,4.5,1,0,0
402,Po,39,401,2006,4,4,5,4.5,5,1,0,0
402,Po,39,401,2007,5,5,0,5,0,0,1,NA
403,Po,39,402,2003,1,1.5,0,2,0,0,0,0
404,Po,39,403,2003,1,1.5,0,2,0,0,0,0
405,Po,39,404,2003,1,1.5,0,2,0,0,0,0
406,Po,39,405,2003,1,1.5,0,2,0,0,0,0
407,Po,39,406,2003,1,1.5,0,2,0,0,0,0
408,Po,39,407,2003,1,1.5,0,2,0,0,0,0
409,Po,39,408,2003,1,1.5,0,2,0,0,0,0
410,Po,39,409,2003,1,1.5,0,2,0,0,0,0
411,Po,39,410,2003,1,1.5,0,2,0,0,0,0
412,Po,39,411,2003,1,1.5,0,2,0,0,0,0
413,Po,39,413,2003,1,1.5,0,1,0,0,0,0
414,Po,39,414,2003,1,1,0,1,0,0,0,0
415,Po,39,417,2003,1,1,0,1.5,0,0,0,0
416,Po,39,420,2003,1,1,0,1,0,0,0,0
417,Po,39,421,2003,1,1.5,0,1,0,0,0,0
418,Po,39,422,2003,1,1,0,1.5,0,0,0,0
419,Po,39,423,2003,1,1.5,0,1.5,0,0,0,0
420,Po,39,425,2003,1,1,0,1,0,0,0,0
421,Po,39,426,2003,1,1,0,1,0,0,0,0
422,Po,39,429,2003,1,1,0,1,0,0,0,0
423,Po,39,430,2003,1,1,0,1.5,0,0,0,0
424,Po,39,431,2003,1,1,0,1,0,0,0,0
425,Po,39,432,2003,1,1,0,1,0,0,0,0
426,Po,39,433,2003,1,1,0,1.5,0,0,0,0
427,Po,39,434,2003,1,1,0,1.5,0,0,0,0
428,Po,39,440,2003,1,1,0,1.5,0,0,0,0
429,Po,39,442,2003,1,1,0,0.5,0,0,0,0
430,Po,39,443,2003,1,1,0,0.5,0,0,0,0
431,Po,39,444,2003,1,1,0,0.5,0,0,0,0
432,Po,39,445,2003,1,1,0,1,0,0,0,0
433,Po,39,448,2003,1,1,0,1,0,0,0,0
434,Po,39,449,2003,1,1,0,1,0,0,0,0
435,Po,39,451,2003,1,1,0,1,0,0,0,0
436,Po,39,452,2003,1,1,0,1.5,0,0,0,0
437,Po,39,453,2003,1,1,0,1.5,0,0,0,0
438,Po,39,454,2003,1,1,0,1,0,0,0,0
439,Po,39,455,2003,1,1,0,1,0,0,0,0
440,Po,39,456,2003,1,1,0,1.5,0,0,0,0
441,Po,39,457,2003,1,1,0,1,0,0,0,0
442,Po,39,462,2003,1,0.5,0,2,0,0,0,0
443,Po,39,463,2003,1,0.5,0,1.5,0,0,0,0
444,Po,39,464,2004,1,1,0,2,0,0,0,0
445,Po,39,465,2004,1,1.5,0.5,2,2,1,0,0
445,Po,39,465,2005,2,0.5,0,2,0,0,0,0
446,Po,39,466,2004,1,1.5,0,2,0,0,0,0
447,Po,39,473,2004,1,0.5,0,0.5,0,0,0,0
448,Po,39,474,2004,1,1,0,1,0,0,0,0
449,Po,39,475,2004,1,1,0,1,0,0,0,0
450,Po,39,476,2004,1,1,0,1,0,0,0,0
451,Po,39,477,2004,1,0.5,0,1,0,0,0,0
452,Po,39,480,2004,1,1,0,0.5,0,0,0,0
453,Po,39,484,2004,1,1,0,1,0,0,0,0
454,Po,39,487,2004,1,1,0.5,1.5,1.5,1,0,0
454,Po,39,487,2005,2,0.5,0,1.5,0,0,0,0
455,Po,39,488,2004,1,0.5,0,1,0,0,0,0
456,Po,39,489,2004,1,0.5,0,1,0,0,0,0
457,Po,39,490,2004,1,1,0.5,1.5,2,1,0,0
457,Po,39,490,2005,2,0.5,0.5,2,0.5,1,0,0
457,Po,39,490,2006,3,0.5,0,0.5,0,0,0,0
458,Po,39,496,2004,1,0.5,0,0.5,0,0,0,0
459,Po,39,503,2004,1,0.5,0,0.5,0,0,0,0
460,Po,39,504,2004,1,1,0,2,0,0,0,0
461,Po,39,507,2004,1,0.5,0,0.5,0,0,0,0
462,Po,39,508,2004,1,NA,0,0.5,0,0,0,0
463,Po,39,509,2005,1,0.5,4,2,4.5,1,0,0
463,Po,39,509,2006,2,4,0,4.5,0,0,0,0
464,Po,39,510,2005,1,0.5,0,1,0,0,0,0
465,Po,39,514,2005,1,0.5,0,1,0,0,0,0
466,Po,39,515,2005,1,0.5,0,3,0,0,0,0
467,Po,39,536,2006,1,0.5,0,1,0,0,0,0
468,Po,39,537,2006,1,0.5,0,0.5,0,0,0,0
469,Po,39,539,2006,1,1.5,0,0.5,0,0,0,0
470,Po,39,547,2006,1,0.5,0,0.5,0,0,0,0
471,Po,39,548,2006,1,0.5,0,0.5,0,0,0,0
472,Po,39,551,2006,1,0.5,0,0.5,0,0,0,0
473,Po,39,556,2006,1,0.5,0,0.5,0,0,0,0
474,Po,39,557,2006,1,0.5,0.5,2,1,1,0,0
474,Po,39,557,2007,2,0.5,1.5,1,2,1,0,0
474,Po,39,557,2008,3,1.5,2,2,2,1,0,0
474,Po,39,557,2009,4,2,3,2,6,1,0,0
474,Po,39,557,2010,5,3,4.5,6,8,1,0,0
474,Po,39,557,2011,6,4.5,4,8,6,1,0,0
474,Po,39,557,2012,7,4,8,6,17,1,0,0
474,Po,39,557,2013,8,8,0,17,0,0,1,67
475,Po,39,559,2007,1,1,2.5,4,4,1,0,0
475,Po,39,559,2008,2,2.5,0,4,0,0,0,0
476,Po,39,560,2007,1,3,0,2.5,0,0,0,0
477,Po,39,561,2007,1,1,0,1,0,0,0,0
478,Po,39,562,2007,1,0.5,0,1.5,0,0,0,0
